pair;ProtA;ProtB;Reactome;Corum;database;inComplex
Q9BV40-Q9UBR2;Q9BV40;Q9UBR2;TRUE;FALSE;ReactomeOnly;yes
Q9BXS5-Q9UBR2;Q9BXS5;Q9UBR2;TRUE;FALSE;ReactomeOnly;yes
O00115-P50570;O00115;P50570;TRUE;FALSE;ReactomeOnly;yes
P15586-P50570;P15586;P50570;TRUE;FALSE;ReactomeOnly;yes
P20645-P50570;P20645;P50570;TRUE;FALSE;ReactomeOnly;yes
P50570-P78537;P50570;P78537;TRUE;FALSE;ReactomeOnly;yes
P50570-Q8NBS9;P50570;Q8NBS9;TRUE;FALSE;ReactomeOnly;yes
P50570-Q9UBR2;P50570;Q9UBR2;TRUE;FALSE;ReactomeOnly;yes
P48059-Q13418;P48059;Q13418;TRUE;TRUE;both;yes
P02792-Q14671;P02792;Q14671;TRUE;FALSE;ReactomeOnly;yes
P02792-Q14677;P02792;Q14677;TRUE;FALSE;ReactomeOnly;yes
P02794-Q14671;P02794;Q14671;TRUE;FALSE;ReactomeOnly;yes
P02794-Q14677;P02794;Q14677;TRUE;FALSE;ReactomeOnly;yes
Q14671-Q14677;Q14671;Q14677;TRUE;FALSE;ReactomeOnly;yes
P27986-P63104;P27986;P63104;TRUE;FALSE;ReactomeOnly;yes
O94973-Q16555;O94973;Q16555;TRUE;FALSE;ReactomeOnly;yes
O95782-Q16555;O95782;Q16555;TRUE;FALSE;ReactomeOnly;yes
O94973-P28482;O94973;P28482;TRUE;FALSE;ReactomeOnly;yes
O95782-P28482;O95782;P28482;TRUE;FALSE;ReactomeOnly;yes
P09496-P28482;P09496;P28482;TRUE;FALSE;ReactomeOnly;yes
P28482-P53680;P28482;P53680;TRUE;FALSE;ReactomeOnly;yes
P28482-P63010;P28482;P63010;TRUE;FALSE;ReactomeOnly;yes
P28482-Q00610;P28482;Q00610;TRUE;FALSE;ReactomeOnly;yes
P28482-Q96CW1;P28482;Q96CW1;TRUE;FALSE;ReactomeOnly;yes
O94973-P04350;O94973;P04350;TRUE;FALSE;ReactomeOnly;yes
O94973-P68366;O94973;P68366;TRUE;FALSE;ReactomeOnly;yes
O95782-P04350;O95782;P04350;TRUE;FALSE;ReactomeOnly;yes
O95782-P68366;O95782;P68366;TRUE;FALSE;ReactomeOnly;yes
P04350-P09496;P04350;P09496;TRUE;FALSE;ReactomeOnly;yes
P04350-P53680;P04350;P53680;TRUE;FALSE;ReactomeOnly;yes
P04350-P63010;P04350;P63010;TRUE;FALSE;ReactomeOnly;yes
P04350-Q00610;P04350;Q00610;TRUE;FALSE;ReactomeOnly;yes
P04350-Q96CW1;P04350;Q96CW1;TRUE;FALSE;ReactomeOnly;yes
P09496-P68366;P09496;P68366;TRUE;FALSE;ReactomeOnly;yes
P53680-P68366;P53680;P68366;TRUE;FALSE;ReactomeOnly;yes
P63010-P68366;P63010;P68366;TRUE;FALSE;ReactomeOnly;yes
P68366-Q00610;P68366;Q00610;TRUE;FALSE;ReactomeOnly;yes
P68366-Q96CW1;P68366;Q96CW1;TRUE;FALSE;ReactomeOnly;yes
P06753-P18206;P06753;P18206;TRUE;FALSE;ReactomeOnly;yes
P06753-P49023;P06753;P49023;TRUE;FALSE;ReactomeOnly;yes
P06753-P60660;P06753;P60660;TRUE;FALSE;ReactomeOnly;yes
P06753-Q9Y490;P06753;Q9Y490;TRUE;FALSE;ReactomeOnly;yes
P18206-P49023;P18206;P49023;TRUE;TRUE;both;yes
P18206-P60660;P18206;P60660;TRUE;FALSE;ReactomeOnly;yes
P18206-P67936;P18206;P67936;TRUE;FALSE;ReactomeOnly;yes
P49023-P60660;P49023;P60660;TRUE;FALSE;ReactomeOnly;yes
P49023-P67936;P49023;P67936;TRUE;FALSE;ReactomeOnly;yes
P49023-Q9Y490;P49023;Q9Y490;TRUE;TRUE;both;yes
P60660-P67936;P60660;P67936;TRUE;FALSE;ReactomeOnly;yes
P60660-Q9Y490;P60660;Q9Y490;TRUE;FALSE;ReactomeOnly;yes
P67936-Q9Y490;P67936;Q9Y490;TRUE;FALSE;ReactomeOnly;yes
P48059-Q15404;P48059;Q15404;TRUE;FALSE;ReactomeOnly;yes
P05556-Q13418;P05556;Q13418;TRUE;FALSE;ReactomeOnly;yes
Q99836-Q9H0E2;Q99836;Q9H0E2;TRUE;FALSE;ReactomeOnly;yes
Q9H0E2-Q9NWZ3;Q9H0E2;Q9NWZ3;TRUE;FALSE;ReactomeOnly;yes
Q06413-Q16539;Q06413;Q16539;TRUE;FALSE;ReactomeOnly;yes
O60271-Q16539;O60271;Q16539;TRUE;FALSE;ReactomeOnly;yes
P60953-Q16539;P60953;Q16539;TRUE;FALSE;ReactomeOnly;yes
P61088-Q15750;P61088;Q15750;TRUE;FALSE;ReactomeOnly;yes
Q13404-Q15750;Q13404;Q15750;TRUE;FALSE;ReactomeOnly;yes
P49137-Q16539;P49137;Q16539;TRUE;FALSE;ReactomeOnly;yes
P31946-Q92973;P31946;Q92973;TRUE;FALSE;ReactomeOnly;yes
Q06265-Q9NPI6;Q06265;Q9NPI6;TRUE;FALSE;ReactomeOnly;yes
Q13868-Q9NPI6;Q13868;Q9NPI6;TRUE;FALSE;ReactomeOnly;yes
Q15024-Q9NPI6;Q15024;Q9NPI6;TRUE;FALSE;ReactomeOnly;yes
Q5RKV6-Q9NPI6;Q5RKV6;Q9NPI6;TRUE;FALSE;ReactomeOnly;yes
Q96B26-Q9NPI6;Q96B26;Q9NPI6;TRUE;FALSE;ReactomeOnly;yes
Q9NPD3-Q9NPI6;Q9NPD3;Q9NPI6;TRUE;FALSE;ReactomeOnly;yes
Q9NPI6-Q9NQT4;Q9NPI6;Q9NQT4;TRUE;FALSE;ReactomeOnly;yes
Q9NPI6-Q9NQT5;Q9NPI6;Q9NQT5;TRUE;FALSE;ReactomeOnly;yes
Q9NPI6-Q9Y2L1;Q9NPI6;Q9Y2L1;TRUE;FALSE;ReactomeOnly;yes
Q9NPI6-Q9Y3B2;Q9NPI6;Q9Y3B2;TRUE;FALSE;ReactomeOnly;yes
Q06265-Q92973;Q06265;Q92973;TRUE;FALSE;ReactomeOnly;yes
Q13868-Q92973;Q13868;Q92973;TRUE;FALSE;ReactomeOnly;yes
Q15024-Q92973;Q15024;Q92973;TRUE;FALSE;ReactomeOnly;yes
Q5RKV6-Q92973;Q5RKV6;Q92973;TRUE;FALSE;ReactomeOnly;yes
Q92973-Q96B26;Q92973;Q96B26;TRUE;FALSE;ReactomeOnly;yes
Q92973-Q9NPD3;Q92973;Q9NPD3;TRUE;FALSE;ReactomeOnly;yes
Q92973-Q9NPI6;Q92973;Q9NPI6;TRUE;FALSE;ReactomeOnly;yes
Q92973-Q9NQT4;Q92973;Q9NQT4;TRUE;FALSE;ReactomeOnly;yes
Q92973-Q9NQT5;Q92973;Q9NQT5;TRUE;FALSE;ReactomeOnly;yes
Q92973-Q9Y2L1;Q92973;Q9Y2L1;TRUE;FALSE;ReactomeOnly;yes
Q92973-Q9Y3B2;Q92973;Q9Y3B2;TRUE;FALSE;ReactomeOnly;yes
P63104-Q92945;P63104;Q92945;TRUE;FALSE;ReactomeOnly;yes
O95453-Q06265;O95453;Q06265;TRUE;FALSE;ReactomeOnly;yes
O95453-Q13868;O95453;Q13868;TRUE;TRUE;both;yes
O95453-Q15024;O95453;Q15024;TRUE;FALSE;ReactomeOnly;yes
O95453-Q5RKV6;O95453;Q5RKV6;TRUE;FALSE;ReactomeOnly;yes
O95453-Q92945;O95453;Q92945;TRUE;FALSE;ReactomeOnly;yes
O95453-Q96B26;O95453;Q96B26;TRUE;FALSE;ReactomeOnly;yes
O95453-Q9NPD3;O95453;Q9NPD3;TRUE;TRUE;both;yes
O95453-Q9NQT4;O95453;Q9NQT4;TRUE;FALSE;ReactomeOnly;yes
O95453-Q9NQT5;O95453;Q9NQT5;TRUE;FALSE;ReactomeOnly;yes
O95453-Q9Y2L1;O95453;Q9Y2L1;TRUE;FALSE;ReactomeOnly;yes
O95453-Q9Y3B2;O95453;Q9Y3B2;TRUE;FALSE;ReactomeOnly;yes
Q06265-Q92945;Q06265;Q92945;TRUE;FALSE;ReactomeOnly;yes
Q13868-Q92945;Q13868;Q92945;TRUE;FALSE;ReactomeOnly;yes
Q15024-Q92945;Q15024;Q92945;TRUE;FALSE;ReactomeOnly;yes
Q5RKV6-Q92945;Q5RKV6;Q92945;TRUE;FALSE;ReactomeOnly;yes
Q92945-Q96B26;Q92945;Q96B26;TRUE;FALSE;ReactomeOnly;yes
Q92945-Q9NPD3;Q92945;Q9NPD3;TRUE;FALSE;ReactomeOnly;yes
Q92945-Q9NQT4;Q92945;Q9NQT4;TRUE;FALSE;ReactomeOnly;yes
Q92945-Q9NQT5;Q92945;Q9NQT5;TRUE;FALSE;ReactomeOnly;yes
Q92945-Q9Y2L1;Q92945;Q9Y2L1;TRUE;FALSE;ReactomeOnly;yes
Q92945-Q9Y3B2;Q92945;Q9Y3B2;TRUE;FALSE;ReactomeOnly;yes
O14980-P39687;O14980;P39687;TRUE;FALSE;ReactomeOnly;yes
O14980-Q01105;O14980;Q01105;TRUE;FALSE;ReactomeOnly;yes
O14980-Q15717;O14980;Q15717;TRUE;FALSE;ReactomeOnly;yes
P35658-P39687;P35658;P39687;TRUE;FALSE;ReactomeOnly;yes
P35658-Q01105;P35658;Q01105;TRUE;FALSE;ReactomeOnly;yes
P35658-Q15717;P35658;Q15717;TRUE;FALSE;ReactomeOnly;yes
P39687-Q01105;P39687;Q01105;TRUE;FALSE;ReactomeOnly;yes
P39687-Q15717;P39687;Q15717;TRUE;FALSE;ReactomeOnly;yes
Q01105-Q15717;Q01105;Q15717;TRUE;FALSE;ReactomeOnly;yes
P04792-P11142;P04792;P11142;TRUE;FALSE;ReactomeOnly;yes
P04792-P11940;P04792;P11940;TRUE;FALSE;ReactomeOnly;yes
P04792-Q04637;P04792;Q04637;TRUE;FALSE;ReactomeOnly;yes
P11142-P11940;P11142;P11940;TRUE;TRUE;both;yes
P11142-Q04637;P11142;Q04637;TRUE;TRUE;both;yes
O43707-Q01082;O43707;Q01082;TRUE;FALSE;ReactomeOnly;yes
O43707-Q13813;O43707;Q13813;TRUE;FALSE;ReactomeOnly;yes
P27986-Q9Y5K6;P27986;Q9Y5K6;TRUE;FALSE;ReactomeOnly;yes
P23458-P29353;P23458;P29353;TRUE;FALSE;ReactomeOnly;yes
P23458-P42229;P23458;P42229;TRUE;FALSE;ReactomeOnly;yes
P17096-P54198;P17096;P54198;TRUE;FALSE;ReactomeOnly;yes
P17096-Q9Y6J0;P17096;Q9Y6J0;TRUE;FALSE;ReactomeOnly;yes
Q04726-Q08117;Q04726;Q08117;TRUE;FALSE;ReactomeOnly;yes
O00422-P29374;O00422;P29374;TRUE;FALSE;ReactomeOnly;yes
O00422-Q09028;O00422;Q09028;TRUE;TRUE;both;yes
O00422-Q16576;O00422;Q16576;TRUE;TRUE;both;yes
P29374-Q09028;P29374;Q09028;TRUE;TRUE;both;yes
P29374-Q13547;P29374;Q13547;TRUE;TRUE;both;yes
P29374-Q16576;P29374;Q16576;TRUE;TRUE;both;yes
P29374-Q4LE39;P29374;Q4LE39;TRUE;FALSE;ReactomeOnly;yes
P29374-Q92769;P29374;Q92769;TRUE;TRUE;both;yes
P29374-Q9H7L9;P29374;Q9H7L9;TRUE;TRUE;both;yes
Q09028-Q4LE39;Q09028;Q4LE39;TRUE;TRUE;both;yes
Q09028-Q9H7L9;Q09028;Q9H7L9;TRUE;TRUE;both;yes
Q16576-Q4LE39;Q16576;Q4LE39;TRUE;TRUE;both;yes
Q16576-Q9H7L9;Q16576;Q9H7L9;TRUE;TRUE;both;yes
O60341-Q13547;O60341;Q13547;TRUE;TRUE;both;yes
O60341-Q92769;O60341;Q92769;TRUE;TRUE;both;yes
P07900-Q00613;P07900;Q00613;TRUE;FALSE;ReactomeOnly;yes
P07900-Q15185;P07900;Q15185;TRUE;TRUE;both;yes
P08238-Q00613;P08238;Q00613;TRUE;FALSE;ReactomeOnly;yes
P08238-Q15185;P08238;Q15185;TRUE;FALSE;ReactomeOnly;yes
Q00613-Q15185;Q00613;Q15185;TRUE;FALSE;ReactomeOnly;yes
P62258-Q00613;P62258;Q00613;TRUE;TRUE;both;yes
O43521-P10415;O43521;P10415;TRUE;FALSE;ReactomeOnly;yes
O43521-Q96LC9;O43521;Q96LC9;TRUE;FALSE;ReactomeOnly;yes
P10415-Q96LC9;P10415;Q96LC9;TRUE;FALSE;ReactomeOnly;yes
P11142-Q00613;P11142;Q00613;TRUE;FALSE;ReactomeOnly;yes
P25685-Q00613;P25685;Q00613;TRUE;FALSE;ReactomeOnly;yes
O00329-P23458;O00329;P23458;TRUE;FALSE;ReactomeOnly;yes
O00329-P29353;O00329;P29353;TRUE;FALSE;ReactomeOnly;yes
P27986-P29353;P27986;P29353;TRUE;FALSE;ReactomeOnly;yes
P23458-P43405;P23458;P43405;TRUE;FALSE;ReactomeOnly;yes
Q15047-Q6VMQ6;Q15047;Q6VMQ6;TRUE;TRUE;both;yes
O95140-P21796;O95140;P21796;TRUE;FALSE;ReactomeOnly;yes
O95140-Q13501;O95140;Q13501;TRUE;FALSE;ReactomeOnly;yes
O95140-Q9H1Y0;O95140;Q9H1Y0;TRUE;FALSE;ReactomeOnly;yes
P21796-Q13501;P21796;Q13501;TRUE;FALSE;ReactomeOnly;yes
P21796-Q9H1Y0;P21796;Q9H1Y0;TRUE;FALSE;ReactomeOnly;yes
Q13501-Q9H1Y0;Q13501;Q9H1Y0;TRUE;FALSE;ReactomeOnly;yes
P07900-P49023;P07900;P49023;TRUE;FALSE;ReactomeOnly;yes
P05771-Q05655;P05771;Q05655;TRUE;FALSE;ReactomeOnly;yes
P14598-P63000;P14598;P63000;TRUE;FALSE;ReactomeOnly;yes
P19878-P63000;P19878;P63000;TRUE;FALSE;ReactomeOnly;yes
P63000-Q15080;P63000;Q15080;TRUE;FALSE;ReactomeOnly;yes
P07900-Q92556;P07900;Q92556;TRUE;FALSE;ReactomeOnly;yes
P07900-Q96JJ3;P07900;Q96JJ3;TRUE;FALSE;ReactomeOnly;yes
P49023-Q92556;P49023;Q92556;TRUE;FALSE;ReactomeOnly;yes
P49023-Q96JJ3;P49023;Q96JJ3;TRUE;FALSE;ReactomeOnly;yes
O14497-O96019;O14497;O96019;TRUE;TRUE;both;yes
O14497-P51531;O14497;P51531;TRUE;TRUE;both;yes
O14497-P51532;O14497;P51532;TRUE;TRUE;both;yes
O14497-Q12824;O14497;Q12824;TRUE;TRUE;both;yes
O14497-Q86U86;O14497;Q86U86;TRUE;FALSE;ReactomeOnly;yes
O14497-Q8NFD5;O14497;Q8NFD5;TRUE;TRUE;both;yes
O14497-Q8TAQ2;O14497;Q8TAQ2;TRUE;TRUE;both;yes
O14497-Q92922;O14497;Q92922;TRUE;TRUE;both;yes
O14497-Q92925;O14497;Q92925;TRUE;TRUE;both;yes
O14497-Q969G3;O14497;Q969G3;TRUE;TRUE;both;yes
O14497-Q96GM5;O14497;Q96GM5;TRUE;TRUE;both;yes
O96019-P51531;O96019;P51531;TRUE;TRUE;both;yes
O96019-P51532;O96019;P51532;TRUE;TRUE;both;yes
O96019-Q12824;O96019;Q12824;TRUE;TRUE;both;yes
O96019-Q86U86;O96019;Q86U86;TRUE;TRUE;both;yes
O96019-Q8NFD5;O96019;Q8NFD5;TRUE;TRUE;both;yes
O96019-Q8TAQ2;O96019;Q8TAQ2;TRUE;TRUE;both;yes
O96019-Q92922;O96019;Q92922;TRUE;TRUE;both;yes
O96019-Q92925;O96019;Q92925;TRUE;TRUE;both;yes
O96019-Q969G3;O96019;Q969G3;TRUE;TRUE;both;yes
O96019-Q96GM5;O96019;Q96GM5;TRUE;TRUE;both;yes
P51531-P51532;P51531;P51532;TRUE;TRUE;both;yes
P51531-Q12824;P51531;Q12824;TRUE;TRUE;both;yes
P51531-Q86U86;P51531;Q86U86;TRUE;FALSE;ReactomeOnly;yes
P51531-Q8NFD5;P51531;Q8NFD5;TRUE;TRUE;both;yes
P51531-Q8TAQ2;P51531;Q8TAQ2;TRUE;TRUE;both;yes
P51531-Q92922;P51531;Q92922;TRUE;TRUE;both;yes
P51531-Q92925;P51531;Q92925;TRUE;TRUE;both;yes
P51531-Q969G3;P51531;Q969G3;TRUE;TRUE;both;yes
P51531-Q96GM5;P51531;Q96GM5;TRUE;TRUE;both;yes
P51532-Q12824;P51532;Q12824;TRUE;TRUE;both;yes
P51532-Q86U86;P51532;Q86U86;TRUE;TRUE;both;yes
P51532-Q8NFD5;P51532;Q8NFD5;TRUE;TRUE;both;yes
P51532-Q8TAQ2;P51532;Q8TAQ2;TRUE;TRUE;both;yes
P51532-Q92922;P51532;Q92922;TRUE;TRUE;both;yes
P51532-Q92925;P51532;Q92925;TRUE;TRUE;both;yes
P51532-Q969G3;P51532;Q969G3;TRUE;TRUE;both;yes
P51532-Q96GM5;P51532;Q96GM5;TRUE;TRUE;both;yes
Q12824-Q86U86;Q12824;Q86U86;TRUE;TRUE;both;yes
Q12824-Q8NFD5;Q12824;Q8NFD5;TRUE;TRUE;both;yes
Q12824-Q8TAQ2;Q12824;Q8TAQ2;TRUE;TRUE;both;yes
Q12824-Q92922;Q12824;Q92922;TRUE;TRUE;both;yes
Q12824-Q92925;Q12824;Q92925;TRUE;TRUE;both;yes
Q12824-Q969G3;Q12824;Q969G3;TRUE;TRUE;both;yes
Q12824-Q96GM5;Q12824;Q96GM5;TRUE;TRUE;both;yes
Q86U86-Q8NFD5;Q86U86;Q8NFD5;TRUE;FALSE;ReactomeOnly;yes
Q86U86-Q8TAQ2;Q86U86;Q8TAQ2;TRUE;TRUE;both;yes
Q86U86-Q92922;Q86U86;Q92922;TRUE;TRUE;both;yes
Q86U86-Q92925;Q86U86;Q92925;TRUE;TRUE;both;yes
Q86U86-Q969G3;Q86U86;Q969G3;TRUE;TRUE;both;yes
Q86U86-Q96GM5;Q86U86;Q96GM5;TRUE;TRUE;both;yes
Q8NFD5-Q8TAQ2;Q8NFD5;Q8TAQ2;TRUE;TRUE;both;yes
Q8NFD5-Q92922;Q8NFD5;Q92922;TRUE;TRUE;both;yes
Q8NFD5-Q92925;Q8NFD5;Q92925;TRUE;TRUE;both;yes
Q8NFD5-Q969G3;Q8NFD5;Q969G3;TRUE;TRUE;both;yes
Q8NFD5-Q96GM5;Q8NFD5;Q96GM5;TRUE;TRUE;both;yes
Q8TAQ2-Q92922;Q8TAQ2;Q92922;TRUE;TRUE;both;yes
Q8TAQ2-Q92925;Q8TAQ2;Q92925;TRUE;TRUE;both;yes
Q8TAQ2-Q969G3;Q8TAQ2;Q969G3;TRUE;TRUE;both;yes
Q8TAQ2-Q96GM5;Q8TAQ2;Q96GM5;TRUE;TRUE;both;yes
Q92922-Q92925;Q92922;Q92925;TRUE;TRUE;both;yes
Q92922-Q969G3;Q92922;Q969G3;TRUE;TRUE;both;yes
Q92922-Q96GM5;Q92922;Q96GM5;TRUE;TRUE;both;yes
Q92925-Q969G3;Q92925;Q969G3;TRUE;TRUE;both;yes
Q92925-Q96GM5;Q92925;Q96GM5;TRUE;TRUE;both;yes
Q969G3-Q96GM5;Q969G3;Q96GM5;TRUE;TRUE;both;yes
O14497-O14744;O14497;O14744;TRUE;TRUE;both;yes
O14497-Q9BQA1;O14497;Q9BQA1;TRUE;FALSE;ReactomeOnly;yes
O14744-O96019;O14744;O96019;TRUE;TRUE;both;yes
O14744-P51531;O14744;P51531;TRUE;TRUE;both;yes
O14744-P51532;O14744;P51532;TRUE;TRUE;both;yes
O14744-Q12824;O14744;Q12824;TRUE;TRUE;both;yes
O14744-Q86U86;O14744;Q86U86;TRUE;FALSE;ReactomeOnly;yes
O14744-Q8NFD5;O14744;Q8NFD5;TRUE;FALSE;ReactomeOnly;yes
O14744-Q8TAQ2;O14744;Q8TAQ2;TRUE;TRUE;both;yes
O14744-Q92922;O14744;Q92922;TRUE;TRUE;both;yes
O14744-Q92925;O14744;Q92925;TRUE;TRUE;both;yes
O14744-Q969G3;O14744;Q969G3;TRUE;TRUE;both;yes
O14744-Q96GM5;O14744;Q96GM5;TRUE;TRUE;both;yes
O96019-Q9BQA1;O96019;Q9BQA1;TRUE;FALSE;ReactomeOnly;yes
P51531-Q9BQA1;P51531;Q9BQA1;TRUE;FALSE;ReactomeOnly;yes
P51532-Q9BQA1;P51532;Q9BQA1;TRUE;FALSE;ReactomeOnly;yes
Q12824-Q9BQA1;Q12824;Q9BQA1;TRUE;FALSE;ReactomeOnly;yes
Q86U86-Q9BQA1;Q86U86;Q9BQA1;TRUE;FALSE;ReactomeOnly;yes
Q8NFD5-Q9BQA1;Q8NFD5;Q9BQA1;TRUE;FALSE;ReactomeOnly;yes
Q8TAQ2-Q9BQA1;Q8TAQ2;Q9BQA1;TRUE;FALSE;ReactomeOnly;yes
Q92922-Q9BQA1;Q92922;Q9BQA1;TRUE;FALSE;ReactomeOnly;yes
Q92925-Q9BQA1;Q92925;Q9BQA1;TRUE;FALSE;ReactomeOnly;yes
Q969G3-Q9BQA1;Q969G3;Q9BQA1;TRUE;FALSE;ReactomeOnly;yes
Q96GM5-Q9BQA1;Q96GM5;Q9BQA1;TRUE;TRUE;both;yes
P05198-Q8NE71;P05198;Q8NE71;TRUE;FALSE;ReactomeOnly;yes
P20042-Q8NE71;P20042;Q8NE71;TRUE;FALSE;ReactomeOnly;yes
P41091-Q8NE71;P41091;Q8NE71;TRUE;FALSE;ReactomeOnly;yes
O43865-Q14571;O43865;Q14571;TRUE;FALSE;ReactomeOnly;yes
O43865-Q14643;O43865;Q14643;TRUE;FALSE;ReactomeOnly;yes
P35611-Q9UEY8;P35611;Q9UEY8;TRUE;FALSE;ReactomeOnly;yes
O75694-P46060;O75694;P46060;TRUE;FALSE;ReactomeOnly;yes
P12270-P46060;P12270;P46060;TRUE;FALSE;ReactomeOnly;yes
P35658-P46060;P35658;P46060;TRUE;FALSE;ReactomeOnly;yes
P37198-P46060;P37198;P46060;TRUE;FALSE;ReactomeOnly;yes
P46060-P49790;P46060;P49790;TRUE;FALSE;ReactomeOnly;yes
P46060-P78406;P46060;P78406;TRUE;FALSE;ReactomeOnly;yes
P46060-Q5SRE5;P46060;Q5SRE5;TRUE;FALSE;ReactomeOnly;yes
P46060-Q7Z3B4;P46060;Q7Z3B4;TRUE;FALSE;ReactomeOnly;yes
P46060-Q8N1F7;P46060;Q8N1F7;TRUE;FALSE;ReactomeOnly;yes
P46060-Q8NFH5;P46060;Q8NFH5;TRUE;FALSE;ReactomeOnly;yes
P46060-Q8TEM1;P46060;Q8TEM1;TRUE;FALSE;ReactomeOnly;yes
P46060-Q92621;P46060;Q92621;TRUE;FALSE;ReactomeOnly;yes
P46060-Q99567;P46060;Q99567;TRUE;FALSE;ReactomeOnly;yes
P46060-Q9NRG9;P46060;Q9NRG9;TRUE;FALSE;ReactomeOnly;yes
P46060-Q9UKX7;P46060;Q9UKX7;TRUE;FALSE;ReactomeOnly;yes
O15047-P61964;O15047;P61964;TRUE;TRUE;both;yes
O15047-Q15291;O15047;Q15291;TRUE;TRUE;both;yes
O15047-Q9C005;O15047;Q9C005;TRUE;TRUE;both;yes
O15047-Q9UBL3;O15047;Q9UBL3;TRUE;TRUE;both;yes
P61964-Q15291;P61964;Q15291;TRUE;TRUE;both;yes
P61964-Q9C005;P61964;Q9C005;TRUE;TRUE;both;yes
P61964-Q9UBL3;P61964;Q9UBL3;TRUE;TRUE;both;yes
Q15291-Q9C005;Q15291;Q9C005;TRUE;TRUE;both;yes
Q9C005-Q9UBL3;Q9C005;Q9UBL3;TRUE;TRUE;both;yes
O60264-O75533;O60264;O75533;TRUE;TRUE;both;yes
O60264-P35659;O60264;P35659;TRUE;TRUE;both;yes
O60264-Q9BQG0;O60264;Q9BQG0;TRUE;TRUE;both;yes
O60264-Q9NR30;O60264;Q9NR30;TRUE;TRUE;both;yes
O60264-Q9UIG0;O60264;Q9UIG0;TRUE;TRUE;both;yes
O75533-P35659;O75533;P35659;TRUE;TRUE;both;yes
O75533-Q9BQG0;O75533;Q9BQG0;TRUE;TRUE;both;yes
O75533-Q9NR30;O75533;Q9NR30;TRUE;TRUE;both;yes
O75533-Q9UIG0;O75533;Q9UIG0;TRUE;TRUE;both;yes
P35659-Q9BQG0;P35659;Q9BQG0;TRUE;TRUE;both;yes
P35659-Q9NR30;P35659;Q9NR30;TRUE;TRUE;both;yes
P35659-Q9UIG0;P35659;Q9UIG0;TRUE;TRUE;both;yes
Q9BQG0-Q9NR30;Q9BQG0;Q9NR30;TRUE;TRUE;both;yes
Q9BQG0-Q9UIG0;Q9BQG0;Q9UIG0;TRUE;TRUE;both;yes
Q9NR30-Q9UIG0;Q9NR30;Q9UIG0;TRUE;TRUE;both;yes
O15160-O15446;O15160;O15446;TRUE;FALSE;ReactomeOnly;yes
O15160-O60264;O15160;O60264;TRUE;FALSE;ReactomeOnly;yes
O15160-O75533;O15160;O75533;TRUE;FALSE;ReactomeOnly;yes
O15160-P35659;O15160;P35659;TRUE;FALSE;ReactomeOnly;yes
O15160-Q9BQG0;O15160;Q9BQG0;TRUE;FALSE;ReactomeOnly;yes
O15160-Q9NR30;O15160;Q9NR30;TRUE;FALSE;ReactomeOnly;yes
O15160-Q9UIG0;O15160;Q9UIG0;TRUE;FALSE;ReactomeOnly;yes
O15446-O60264;O15446;O60264;TRUE;FALSE;ReactomeOnly;yes
O15446-O75533;O15446;O75533;TRUE;FALSE;ReactomeOnly;yes
O15446-P19388;O15446;P19388;TRUE;FALSE;ReactomeOnly;yes
O15446-P35659;O15446;P35659;TRUE;FALSE;ReactomeOnly;yes
O15446-P52434;O15446;P52434;TRUE;TRUE;both;yes
O15446-Q9BQG0;O15446;Q9BQG0;TRUE;FALSE;ReactomeOnly;yes
O15446-Q9NR30;O15446;Q9NR30;TRUE;FALSE;ReactomeOnly;yes
O15446-Q9UIG0;O15446;Q9UIG0;TRUE;FALSE;ReactomeOnly;yes
O60264-P19388;O60264;P19388;TRUE;FALSE;ReactomeOnly;yes
O60264-P52434;O60264;P52434;TRUE;FALSE;ReactomeOnly;yes
P19388-P35659;P19388;P35659;TRUE;FALSE;ReactomeOnly;yes
P19388-Q9BQG0;P19388;Q9BQG0;TRUE;FALSE;ReactomeOnly;yes
P19388-Q9NR30;P19388;Q9NR30;TRUE;FALSE;ReactomeOnly;yes
P19388-Q9UIG0;P19388;Q9UIG0;TRUE;FALSE;ReactomeOnly;yes
P35659-P52434;P35659;P52434;TRUE;FALSE;ReactomeOnly;yes
P52434-Q9BQG0;P52434;Q9BQG0;TRUE;FALSE;ReactomeOnly;yes
P52434-Q9NR30;P52434;Q9NR30;TRUE;FALSE;ReactomeOnly;yes
P52434-Q9UIG0;P52434;Q9UIG0;TRUE;FALSE;ReactomeOnly;yes
P11021-P11142;P11021;P11142;TRUE;TRUE;both;yes
P11021-P34932;P11021;P34932;TRUE;TRUE;both;yes
P11021-P38646;P11021;P38646;TRUE;FALSE;ReactomeOnly;yes
P11021-Q0VDF9;P11021;Q0VDF9;TRUE;FALSE;ReactomeOnly;yes
P11021-Q53FT3;P11021;Q53FT3;TRUE;FALSE;ReactomeOnly;yes
P11142-P34932;P11142;P34932;TRUE;TRUE;both;yes
P11142-P38646;P11142;P38646;TRUE;FALSE;ReactomeOnly;yes
P11142-Q0VDF9;P11142;Q0VDF9;TRUE;FALSE;ReactomeOnly;yes
P11142-Q53FT3;P11142;Q53FT3;TRUE;FALSE;ReactomeOnly;yes
P34932-P38646;P34932;P38646;TRUE;FALSE;ReactomeOnly;yes
P34932-Q0VDF9;P34932;Q0VDF9;TRUE;FALSE;ReactomeOnly;yes
P34932-Q53FT3;P34932;Q53FT3;TRUE;FALSE;ReactomeOnly;yes
