pair;ProtA;ProtB;Reactome;Corum;database;inComplex
O00425-Q16629;O00425;Q16629;FALSE;TRUE;CorumOnly;yes
O00425-Q16630;O00425;Q16630;FALSE;TRUE;CorumOnly;yes
O00425-Q2TAY7;O00425;Q2TAY7;FALSE;TRUE;CorumOnly;yes
O00425-Q53GS9;O00425;Q53GS9;FALSE;TRUE;CorumOnly;yes
O00425-Q69YN4;O00425;Q69YN4;FALSE;TRUE;CorumOnly;yes
O00425-Q6I9Y2;O00425;Q6I9Y2;FALSE;TRUE;CorumOnly;yes
O00425-Q6P2Q9;O00425;Q6P2Q9;FALSE;TRUE;CorumOnly;yes
O00425-Q7L014;O00425;Q7L014;FALSE;TRUE;CorumOnly;yes
O00425-Q86V81;O00425;Q86V81;FALSE;TRUE;CorumOnly;yes
O00425-Q86W42;O00425;Q86W42;FALSE;TRUE;CorumOnly;yes
O00425-Q8IYB3;O00425;Q8IYB3;FALSE;TRUE;CorumOnly;yes
O00425-Q8NI27;O00425;Q8NI27;FALSE;TRUE;CorumOnly;yes
O00425-Q8WVK2;O00425;Q8WVK2;FALSE;TRUE;CorumOnly;yes
O00425-Q8WWY3;O00425;Q8WWY3;FALSE;TRUE;CorumOnly;yes
O00425-Q8WYA6;O00425;Q8WYA6;FALSE;TRUE;CorumOnly;yes
O00425-Q92620;O00425;Q92620;FALSE;TRUE;CorumOnly;yes
O00425-Q92841;O00425;Q92841;FALSE;TRUE;CorumOnly;yes
O00425-Q96BP3;O00425;Q96BP3;FALSE;TRUE;CorumOnly;yes
O00425-Q96DI7;O00425;Q96DI7;FALSE;TRUE;CorumOnly;yes
O00425-Q96FV9;O00425;Q96FV9;FALSE;TRUE;CorumOnly;yes
O00425-Q96I25;O00425;Q96I25;FALSE;TRUE;CorumOnly;yes
O00425-Q96J01;O00425;Q96J01;FALSE;TRUE;CorumOnly;yes
O00425-Q96T37;O00425;Q96T37;FALSE;TRUE;CorumOnly;yes
O00425-Q96T58;O00425;Q96T58;FALSE;TRUE;CorumOnly;yes
O00425-Q99459;O00425;Q99459;FALSE;TRUE;CorumOnly;yes
O00425-Q9BQ61;O00425;Q9BQ61;FALSE;TRUE;CorumOnly;yes
O00425-Q9BUQ8;O00425;Q9BUQ8;FALSE;TRUE;CorumOnly;yes
O00425-Q9BXP5;O00425;Q9BXP5;FALSE;TRUE;CorumOnly;yes
O00425-Q9BZJ0;O00425;Q9BZJ0;FALSE;TRUE;CorumOnly;yes
O00425-Q9H2H8;O00425;Q9H2H8;FALSE;TRUE;CorumOnly;yes
O00425-Q9HCS7;O00425;Q9HCS7;FALSE;TRUE;CorumOnly;yes
O00425-Q9NW64;O00425;Q9NW64;FALSE;TRUE;CorumOnly;yes
O00425-Q9NYV4;O00425;Q9NYV4;FALSE;TRUE;CorumOnly;yes
O00425-Q9P013;O00425;Q9P013;FALSE;TRUE;CorumOnly;yes
O00425-Q9UBB9;O00425;Q9UBB9;FALSE;TRUE;CorumOnly;yes
O00425-Q9UHX1;O00425;Q9UHX1;FALSE;TRUE;CorumOnly;yes
O00425-Q9UJV9;O00425;Q9UJV9;FALSE;TRUE;CorumOnly;yes
O00425-Q9UK45;O00425;Q9UK45;FALSE;TRUE;CorumOnly;yes
O00425-Q9UKV3;O00425;Q9UKV3;FALSE;TRUE;CorumOnly;yes
O00425-Q9ULR0;O00425;Q9ULR0;FALSE;TRUE;CorumOnly;yes
O00425-Q9UMS4;O00425;Q9UMS4;FALSE;TRUE;CorumOnly;yes
O00425-Q9UNP9;O00425;Q9UNP9;FALSE;TRUE;CorumOnly;yes
O00425-Q9UQ35;O00425;Q9UQ35;FALSE;TRUE;CorumOnly;yes
O00425-Q9Y2W2;O00425;Q9Y2W2;FALSE;TRUE;CorumOnly;yes
O00425-Q9Y333;O00425;Q9Y333;FALSE;TRUE;CorumOnly;yes
O00425-Q9Y3B4;O00425;Q9Y3B4;FALSE;TRUE;CorumOnly;yes
O00425-Q9Y3C6;O00425;Q9Y3C6;FALSE;TRUE;CorumOnly;yes
O00425-Q9Y4Z0;O00425;Q9Y4Z0;FALSE;TRUE;CorumOnly;yes
O00425-Q9Y5S9;O00425;Q9Y5S9;FALSE;TRUE;CorumOnly;yes
O00425-Q9Y6A4;O00425;Q9Y6A4;FALSE;TRUE;CorumOnly;yes
O00571-O14776;O00571;O14776;FALSE;TRUE;CorumOnly;yes
O00571-O15042;O00571;O15042;FALSE;TRUE;CorumOnly;yes
O00571-O15355;O00571;O15355;FALSE;TRUE;CorumOnly;yes
O00571-O43143;O00571;O43143;FALSE;TRUE;CorumOnly;yes
O00571-O43172;O00571;O43172;FALSE;TRUE;CorumOnly;yes
O00571-O43290;O00571;O43290;FALSE;TRUE;CorumOnly;yes
O00571-O43395;O00571;O43395;FALSE;TRUE;CorumOnly;yes
O00571-O43447;O00571;O43447;FALSE;TRUE;CorumOnly;yes
O00571-O43660;O00571;O43660;FALSE;TRUE;CorumOnly;yes
O00571-O43670;O00571;O43670;FALSE;TRUE;CorumOnly;yes
O00571-O43719;O00571;O43719;FALSE;TRUE;CorumOnly;yes
O00571-O43809;O00571;O43809;FALSE;TRUE;CorumOnly;yes
O00571-O60231;O00571;O60231;FALSE;TRUE;CorumOnly;yes
O00571-O60306;O00571;O60306;FALSE;TRUE;CorumOnly;yes
O00571-O60508;O00571;O60508;FALSE;TRUE;CorumOnly;yes
O00571-O75400;O00571;O75400;FALSE;TRUE;CorumOnly;yes
O00571-O75533;O00571;O75533;FALSE;TRUE;CorumOnly;yes
O00571-O75643;O00571;O75643;FALSE;TRUE;CorumOnly;yes
O00571-O75934;O00571;O75934;FALSE;TRUE;CorumOnly;yes
O00571-O75937;O00571;O75937;FALSE;TRUE;CorumOnly;yes
O00571-O75940;O00571;O75940;FALSE;TRUE;CorumOnly;yes
O00571-O94906;O00571;O94906;FALSE;TRUE;CorumOnly;yes
O00571-O95232;O00571;O95232;FALSE;TRUE;CorumOnly;yes
O00571-O95400;O00571;O95400;FALSE;TRUE;CorumOnly;yes
O00571-O95926;O00571;O95926;FALSE;TRUE;CorumOnly;yes
O00571-P08579;O00571;P08579;FALSE;TRUE;CorumOnly;yes
O00571-P08621;O00571;P08621;FALSE;TRUE;CorumOnly;yes
O00571-P09012;O00571;P09012;FALSE;TRUE;CorumOnly;yes
O00571-P09234;O00571;P09234;FALSE;TRUE;CorumOnly;yes
O00571-P09661;O00571;P09661;FALSE;TRUE;CorumOnly;yes
O00571-P11940;O00571;P11940;FALSE;TRUE;CorumOnly;yes
O00571-P17844;O00571;P17844;FALSE;TRUE;CorumOnly;yes
O00571-P26368;O00571;P26368;FALSE;TRUE;CorumOnly;yes
O00571-P38919;O00571;P38919;FALSE;TRUE;CorumOnly;yes
O00571-P41223;O00571;P41223;FALSE;TRUE;CorumOnly;yes
O00571-P42285;O00571;P42285;FALSE;TRUE;CorumOnly;yes
O00571-P49756;O00571;P49756;FALSE;TRUE;CorumOnly;yes
O00571-P55081;O00571;P55081;FALSE;TRUE;CorumOnly;yes
O00571-P55769;O00571;P55769;FALSE;TRUE;CorumOnly;yes
O00571-P62304;O00571;P62304;FALSE;TRUE;CorumOnly;yes
O00571-P62306;O00571;P62306;FALSE;TRUE;CorumOnly;yes
O00571-P62310;O00571;P62310;FALSE;TRUE;CorumOnly;yes
O00571-P62312;O00571;P62312;FALSE;TRUE;CorumOnly;yes
O00571-P62314;O00571;P62314;FALSE;TRUE;CorumOnly;yes
O00571-P62316;O00571;P62316;FALSE;TRUE;CorumOnly;yes
O00571-P62318;O00571;P62318;FALSE;TRUE;CorumOnly;yes
O00571-P62995;O00571;P62995;FALSE;TRUE;CorumOnly;yes
O00571-P84103;O00571;P84103;FALSE;TRUE;CorumOnly;yes
O00571-Q01130;O00571;Q01130;FALSE;TRUE;CorumOnly;yes
O00571-Q05519;O00571;Q05519;FALSE;TRUE;CorumOnly;yes
O00571-Q07955;O00571;Q07955;FALSE;TRUE;CorumOnly;yes
O00571-Q08170;O00571;Q08170;FALSE;TRUE;CorumOnly;yes
O00571-Q08211;O00571;Q08211;FALSE;TRUE;CorumOnly;yes
O00571-Q09161;O00571;Q09161;FALSE;TRUE;CorumOnly;yes
O00571-Q12874;O00571;Q12874;FALSE;TRUE;CorumOnly;yes
O00571-Q13123;O00571;Q13123;FALSE;TRUE;CorumOnly;yes
O00571-Q13242;O00571;Q13242;FALSE;TRUE;CorumOnly;yes
O00571-Q13243;O00571;Q13243;FALSE;TRUE;CorumOnly;yes
O00571-Q13247;O00571;Q13247;FALSE;TRUE;CorumOnly;yes
O00571-Q13356;O00571;Q13356;FALSE;TRUE;CorumOnly;yes
O00571-Q13435;O00571;Q13435;FALSE;TRUE;CorumOnly;yes
O00571-Q13523;O00571;Q13523;FALSE;TRUE;CorumOnly;yes
O00571-Q13573;O00571;Q13573;FALSE;TRUE;CorumOnly;yes
O00571-Q13769;O00571;Q13769;FALSE;TRUE;CorumOnly;yes
O00571-Q13838;O00571;Q13838;FALSE;TRUE;CorumOnly;yes
O00571-Q14011;O00571;Q14011;FALSE;TRUE;CorumOnly;yes
O00571-Q14498;O00571;Q14498;FALSE;TRUE;CorumOnly;yes
O00571-Q14562;O00571;Q14562;FALSE;TRUE;CorumOnly;yes
O00571-Q15007;O00571;Q15007;FALSE;TRUE;CorumOnly;yes
O00571-Q15029;O00571;Q15029;FALSE;TRUE;CorumOnly;yes
O00571-Q15287;O00571;Q15287;FALSE;TRUE;CorumOnly;yes
O00571-Q15393;O00571;Q15393;FALSE;TRUE;CorumOnly;yes
O00571-Q15427;O00571;Q15427;FALSE;TRUE;CorumOnly;yes
O00571-Q15428;O00571;Q15428;FALSE;TRUE;CorumOnly;yes
O00571-Q15459;O00571;Q15459;FALSE;TRUE;CorumOnly;yes
O00571-Q15637;O00571;Q15637;FALSE;TRUE;CorumOnly;yes
O00571-Q16629;O00571;Q16629;FALSE;TRUE;CorumOnly;yes
O00571-Q16630;O00571;Q16630;FALSE;TRUE;CorumOnly;yes
O00571-Q2TAY7;O00571;Q2TAY7;FALSE;TRUE;CorumOnly;yes
O00571-Q53GS9;O00571;Q53GS9;FALSE;TRUE;CorumOnly;yes
O00571-Q69YN4;O00571;Q69YN4;FALSE;TRUE;CorumOnly;yes
O00571-Q6I9Y2;O00571;Q6I9Y2;FALSE;TRUE;CorumOnly;yes
O00571-Q6P2Q9;O00571;Q6P2Q9;FALSE;TRUE;CorumOnly;yes
O00571-Q7L014;O00571;Q7L014;FALSE;TRUE;CorumOnly;yes
O00571-Q86V81;O00571;Q86V81;FALSE;TRUE;CorumOnly;yes
O00571-Q86W42;O00571;Q86W42;FALSE;TRUE;CorumOnly;yes
O00571-Q8IYB3;O00571;Q8IYB3;FALSE;TRUE;CorumOnly;yes
O00571-Q8NI27;O00571;Q8NI27;FALSE;TRUE;CorumOnly;yes
O00571-Q8WVK2;O00571;Q8WVK2;FALSE;TRUE;CorumOnly;yes
O00571-Q8WWY3;O00571;Q8WWY3;FALSE;TRUE;CorumOnly;yes
O00571-Q8WYA6;O00571;Q8WYA6;FALSE;TRUE;CorumOnly;yes
O00571-Q92620;O00571;Q92620;FALSE;TRUE;CorumOnly;yes
O00571-Q92841;O00571;Q92841;FALSE;TRUE;CorumOnly;yes
O00571-Q96BP3;O00571;Q96BP3;FALSE;TRUE;CorumOnly;yes
O00571-Q96DI7;O00571;Q96DI7;FALSE;TRUE;CorumOnly;yes
O00571-Q96FV9;O00571;Q96FV9;FALSE;TRUE;CorumOnly;yes
O00571-Q96I25;O00571;Q96I25;FALSE;TRUE;CorumOnly;yes
O00571-Q96J01;O00571;Q96J01;FALSE;TRUE;CorumOnly;yes
O00571-Q96T37;O00571;Q96T37;FALSE;TRUE;CorumOnly;yes
O00571-Q96T58;O00571;Q96T58;FALSE;TRUE;CorumOnly;yes
O00571-Q99459;O00571;Q99459;FALSE;TRUE;CorumOnly;yes
O00571-Q9BQ61;O00571;Q9BQ61;FALSE;TRUE;CorumOnly;yes
O00571-Q9BUQ8;O00571;Q9BUQ8;FALSE;TRUE;CorumOnly;yes
O00571-Q9BXP5;O00571;Q9BXP5;FALSE;TRUE;CorumOnly;yes
O00571-Q9BZJ0;O00571;Q9BZJ0;FALSE;TRUE;CorumOnly;yes
O00571-Q9H2H8;O00571;Q9H2H8;FALSE;TRUE;CorumOnly;yes
O00571-Q9HCS7;O00571;Q9HCS7;FALSE;TRUE;CorumOnly;yes
O00571-Q9NW64;O00571;Q9NW64;FALSE;TRUE;CorumOnly;yes
O00571-Q9NYV4;O00571;Q9NYV4;FALSE;TRUE;CorumOnly;yes
O00571-Q9P013;O00571;Q9P013;FALSE;TRUE;CorumOnly;yes
O00571-Q9UBB9;O00571;Q9UBB9;FALSE;TRUE;CorumOnly;yes
O00571-Q9UHX1;O00571;Q9UHX1;FALSE;TRUE;CorumOnly;yes
O00571-Q9UJV9;O00571;Q9UJV9;FALSE;TRUE;CorumOnly;yes
O00571-Q9UK45;O00571;Q9UK45;FALSE;TRUE;CorumOnly;yes
O00571-Q9UKV3;O00571;Q9UKV3;FALSE;TRUE;CorumOnly;yes
O00571-Q9ULR0;O00571;Q9ULR0;FALSE;TRUE;CorumOnly;yes
O00571-Q9UMS4;O00571;Q9UMS4;FALSE;TRUE;CorumOnly;yes
O00571-Q9UNP9;O00571;Q9UNP9;FALSE;TRUE;CorumOnly;yes
O00571-Q9UQ35;O00571;Q9UQ35;FALSE;TRUE;CorumOnly;yes
O00571-Q9Y2W2;O00571;Q9Y2W2;FALSE;TRUE;CorumOnly;yes
O00571-Q9Y333;O00571;Q9Y333;FALSE;TRUE;CorumOnly;yes
O00571-Q9Y3B4;O00571;Q9Y3B4;FALSE;TRUE;CorumOnly;yes
O00571-Q9Y3C6;O00571;Q9Y3C6;FALSE;TRUE;CorumOnly;yes
O00571-Q9Y4Z0;O00571;Q9Y4Z0;FALSE;TRUE;CorumOnly;yes
O00571-Q9Y5S9;O00571;Q9Y5S9;FALSE;TRUE;CorumOnly;yes
O00571-Q9Y6A4;O00571;Q9Y6A4;FALSE;TRUE;CorumOnly;yes
O14776-O15042;O14776;O15042;FALSE;TRUE;CorumOnly;yes
O14776-O15355;O14776;O15355;FALSE;TRUE;CorumOnly;yes
O14776-O43143;O14776;O43143;FALSE;TRUE;CorumOnly;yes
O14776-O43172;O14776;O43172;FALSE;TRUE;CorumOnly;yes
O14776-O43290;O14776;O43290;FALSE;TRUE;CorumOnly;yes
O14776-O43395;O14776;O43395;FALSE;TRUE;CorumOnly;yes
O14776-O43447;O14776;O43447;FALSE;TRUE;CorumOnly;yes
O14776-O43660;O14776;O43660;FALSE;TRUE;CorumOnly;yes
O14776-O43670;O14776;O43670;FALSE;TRUE;CorumOnly;yes
O14776-O43719;O14776;O43719;FALSE;TRUE;CorumOnly;yes
O14776-O43809;O14776;O43809;FALSE;TRUE;CorumOnly;yes
O14776-O60231;O14776;O60231;FALSE;TRUE;CorumOnly;yes
O14776-O60306;O14776;O60306;FALSE;TRUE;CorumOnly;yes
O14776-O60508;O14776;O60508;FALSE;TRUE;CorumOnly;yes
O14776-O75400;O14776;O75400;FALSE;TRUE;CorumOnly;yes
O14776-O75533;O14776;O75533;FALSE;TRUE;CorumOnly;yes
O14776-O75643;O14776;O75643;FALSE;TRUE;CorumOnly;yes
O14776-O75934;O14776;O75934;FALSE;TRUE;CorumOnly;yes
O14776-O75937;O14776;O75937;FALSE;TRUE;CorumOnly;yes
O14776-O75940;O14776;O75940;FALSE;TRUE;CorumOnly;yes
O14776-O94906;O14776;O94906;FALSE;TRUE;CorumOnly;yes
O14776-O95232;O14776;O95232;FALSE;TRUE;CorumOnly;yes
O14776-O95400;O14776;O95400;FALSE;TRUE;CorumOnly;yes
O14776-O95926;O14776;O95926;FALSE;TRUE;CorumOnly;yes
O14776-P08579;O14776;P08579;FALSE;TRUE;CorumOnly;yes
O14776-P08621;O14776;P08621;FALSE;TRUE;CorumOnly;yes
O14776-P09012;O14776;P09012;FALSE;TRUE;CorumOnly;yes
O14776-P09234;O14776;P09234;FALSE;TRUE;CorumOnly;yes
O14776-P09661;O14776;P09661;FALSE;TRUE;CorumOnly;yes
O14776-P11940;O14776;P11940;FALSE;TRUE;CorumOnly;yes
O14776-P17844;O14776;P17844;FALSE;TRUE;CorumOnly;yes
O14776-P26368;O14776;P26368;FALSE;TRUE;CorumOnly;yes
O14776-P38919;O14776;P38919;FALSE;TRUE;CorumOnly;yes
O14776-P41223;O14776;P41223;FALSE;TRUE;CorumOnly;yes
O14776-P42285;O14776;P42285;FALSE;TRUE;CorumOnly;yes
O14776-P49756;O14776;P49756;FALSE;TRUE;CorumOnly;yes
O14776-P55081;O14776;P55081;FALSE;TRUE;CorumOnly;yes
O14776-P55769;O14776;P55769;FALSE;TRUE;CorumOnly;yes
O14776-P62304;O14776;P62304;FALSE;TRUE;CorumOnly;yes
O14776-P62306;O14776;P62306;FALSE;TRUE;CorumOnly;yes
O14776-P62310;O14776;P62310;FALSE;TRUE;CorumOnly;yes
O14776-P62312;O14776;P62312;FALSE;TRUE;CorumOnly;yes
O14776-P62314;O14776;P62314;FALSE;TRUE;CorumOnly;yes
O14776-P62316;O14776;P62316;FALSE;TRUE;CorumOnly;yes
O14776-P62318;O14776;P62318;FALSE;TRUE;CorumOnly;yes
O14776-P62995;O14776;P62995;FALSE;TRUE;CorumOnly;yes
O14776-P84103;O14776;P84103;FALSE;TRUE;CorumOnly;yes
O14776-Q01130;O14776;Q01130;FALSE;TRUE;CorumOnly;yes
O14776-Q05519;O14776;Q05519;FALSE;TRUE;CorumOnly;yes
O14776-Q07955;O14776;Q07955;FALSE;TRUE;CorumOnly;yes
O14776-Q08170;O14776;Q08170;FALSE;TRUE;CorumOnly;yes
O14776-Q08211;O14776;Q08211;FALSE;TRUE;CorumOnly;yes
O14776-Q09161;O14776;Q09161;FALSE;TRUE;CorumOnly;yes
O14776-Q12874;O14776;Q12874;FALSE;TRUE;CorumOnly;yes
O14776-Q13123;O14776;Q13123;FALSE;TRUE;CorumOnly;yes
O14776-Q13242;O14776;Q13242;FALSE;TRUE;CorumOnly;yes
O14776-Q13243;O14776;Q13243;FALSE;TRUE;CorumOnly;yes
O14776-Q13247;O14776;Q13247;FALSE;TRUE;CorumOnly;yes
O14776-Q13356;O14776;Q13356;FALSE;TRUE;CorumOnly;yes
O14776-Q13435;O14776;Q13435;FALSE;TRUE;CorumOnly;yes
O14776-Q13523;O14776;Q13523;FALSE;TRUE;CorumOnly;yes
O14776-Q13573;O14776;Q13573;FALSE;TRUE;CorumOnly;yes
O14776-Q13769;O14776;Q13769;FALSE;TRUE;CorumOnly;yes
O14776-Q13838;O14776;Q13838;FALSE;TRUE;CorumOnly;yes
O14776-Q14011;O14776;Q14011;FALSE;TRUE;CorumOnly;yes
O14776-Q14498;O14776;Q14498;FALSE;TRUE;CorumOnly;yes
O14776-Q14562;O14776;Q14562;FALSE;TRUE;CorumOnly;yes
O14776-Q15007;O14776;Q15007;FALSE;TRUE;CorumOnly;yes
O14776-Q15029;O14776;Q15029;FALSE;TRUE;CorumOnly;yes
O14776-Q15287;O14776;Q15287;FALSE;TRUE;CorumOnly;yes
O14776-Q15393;O14776;Q15393;FALSE;TRUE;CorumOnly;yes
O14776-Q15427;O14776;Q15427;FALSE;TRUE;CorumOnly;yes
O14776-Q15428;O14776;Q15428;FALSE;TRUE;CorumOnly;yes
O14776-Q15459;O14776;Q15459;FALSE;TRUE;CorumOnly;yes
O14776-Q15637;O14776;Q15637;FALSE;TRUE;CorumOnly;yes
O14776-Q16629;O14776;Q16629;FALSE;TRUE;CorumOnly;yes
O14776-Q16630;O14776;Q16630;FALSE;TRUE;CorumOnly;yes
O14776-Q2TAY7;O14776;Q2TAY7;FALSE;TRUE;CorumOnly;yes
O14776-Q53GS9;O14776;Q53GS9;FALSE;TRUE;CorumOnly;yes
O14776-Q69YN4;O14776;Q69YN4;FALSE;TRUE;CorumOnly;yes
O14776-Q6I9Y2;O14776;Q6I9Y2;FALSE;TRUE;CorumOnly;yes
O14776-Q6P2Q9;O14776;Q6P2Q9;FALSE;TRUE;CorumOnly;yes
O14776-Q7L014;O14776;Q7L014;FALSE;TRUE;CorumOnly;yes
O14776-Q86V81;O14776;Q86V81;FALSE;TRUE;CorumOnly;yes
O14776-Q86W42;O14776;Q86W42;FALSE;TRUE;CorumOnly;yes
O14776-Q8IYB3;O14776;Q8IYB3;FALSE;TRUE;CorumOnly;yes
O14776-Q8NI27;O14776;Q8NI27;FALSE;TRUE;CorumOnly;yes
O14776-Q8WVK2;O14776;Q8WVK2;FALSE;TRUE;CorumOnly;yes
O14776-Q8WWY3;O14776;Q8WWY3;FALSE;TRUE;CorumOnly;yes
O14776-Q8WYA6;O14776;Q8WYA6;FALSE;TRUE;CorumOnly;yes
O14776-Q92620;O14776;Q92620;FALSE;TRUE;CorumOnly;yes
O14776-Q92841;O14776;Q92841;FALSE;TRUE;CorumOnly;yes
O14776-Q96BP3;O14776;Q96BP3;FALSE;TRUE;CorumOnly;yes
O14776-Q96DI7;O14776;Q96DI7;FALSE;TRUE;CorumOnly;yes
O14776-Q96FV9;O14776;Q96FV9;FALSE;TRUE;CorumOnly;yes
O14776-Q96I25;O14776;Q96I25;FALSE;TRUE;CorumOnly;yes
O14776-Q96J01;O14776;Q96J01;FALSE;TRUE;CorumOnly;yes
O14776-Q96T37;O14776;Q96T37;FALSE;TRUE;CorumOnly;yes
O14776-Q96T58;O14776;Q96T58;FALSE;TRUE;CorumOnly;yes
O14776-Q99459;O14776;Q99459;FALSE;TRUE;CorumOnly;yes
O14776-Q9BQ61;O14776;Q9BQ61;FALSE;TRUE;CorumOnly;yes
O14776-Q9BUQ8;O14776;Q9BUQ8;FALSE;TRUE;CorumOnly;yes
O14776-Q9BXP5;O14776;Q9BXP5;FALSE;TRUE;CorumOnly;yes
O14776-Q9BZJ0;O14776;Q9BZJ0;FALSE;TRUE;CorumOnly;yes
O14776-Q9H2H8;O14776;Q9H2H8;FALSE;TRUE;CorumOnly;yes
O14776-Q9HCS7;O14776;Q9HCS7;FALSE;TRUE;CorumOnly;yes
O14776-Q9NW64;O14776;Q9NW64;FALSE;TRUE;CorumOnly;yes
O14776-Q9NYV4;O14776;Q9NYV4;FALSE;TRUE;CorumOnly;yes
O14776-Q9P013;O14776;Q9P013;FALSE;TRUE;CorumOnly;yes
O14776-Q9UBB9;O14776;Q9UBB9;FALSE;TRUE;CorumOnly;yes
O14776-Q9UHX1;O14776;Q9UHX1;FALSE;TRUE;CorumOnly;yes
O14776-Q9UJV9;O14776;Q9UJV9;FALSE;TRUE;CorumOnly;yes
O14776-Q9UK45;O14776;Q9UK45;FALSE;TRUE;CorumOnly;yes
O14776-Q9UKV3;O14776;Q9UKV3;FALSE;TRUE;CorumOnly;yes
O14776-Q9ULR0;O14776;Q9ULR0;FALSE;TRUE;CorumOnly;yes
O14776-Q9UMS4;O14776;Q9UMS4;FALSE;TRUE;CorumOnly;yes
O14776-Q9UNP9;O14776;Q9UNP9;FALSE;TRUE;CorumOnly;yes
O14776-Q9UQ35;O14776;Q9UQ35;FALSE;TRUE;CorumOnly;yes
O14776-Q9Y2W2;O14776;Q9Y2W2;FALSE;TRUE;CorumOnly;yes
O14776-Q9Y333;O14776;Q9Y333;FALSE;TRUE;CorumOnly;yes
O14776-Q9Y3B4;O14776;Q9Y3B4;FALSE;TRUE;CorumOnly;yes
O14776-Q9Y3C6;O14776;Q9Y3C6;FALSE;TRUE;CorumOnly;yes
O14776-Q9Y4Z0;O14776;Q9Y4Z0;FALSE;TRUE;CorumOnly;yes
O14776-Q9Y5S9;O14776;Q9Y5S9;FALSE;TRUE;CorumOnly;yes
O14776-Q9Y6A4;O14776;Q9Y6A4;FALSE;TRUE;CorumOnly;yes
O15042-O15355;O15042;O15355;FALSE;TRUE;CorumOnly;yes
O15042-O43670;O15042;O43670;FALSE;TRUE;CorumOnly;yes
O15042-O43719;O15042;O43719;FALSE;TRUE;CorumOnly;yes
O15042-O95232;O15042;O95232;FALSE;TRUE;CorumOnly;yes
O15042-P11940;O15042;P11940;FALSE;TRUE;CorumOnly;yes
O15042-P49756;O15042;P49756;FALSE;TRUE;CorumOnly;yes
O15042-P55081;O15042;P55081;FALSE;TRUE;CorumOnly;yes
O15042-Q13123;O15042;Q13123;FALSE;TRUE;CorumOnly;yes
O15042-Q13356;O15042;Q13356;FALSE;TRUE;CorumOnly;yes
O15042-Q13523;O15042;Q13523;FALSE;TRUE;CorumOnly;yes
O15042-Q13769;O15042;Q13769;FALSE;TRUE;CorumOnly;yes
O15042-Q13838;O15042;Q13838;FALSE;TRUE;CorumOnly;yes
O15042-Q14011;O15042;Q14011;FALSE;TRUE;CorumOnly;yes
O15042-Q14498;O15042;Q14498;FALSE;TRUE;CorumOnly;yes
O15042-Q14562;O15042;Q14562;FALSE;TRUE;CorumOnly;yes
O15042-Q15007;O15042;Q15007;FALSE;TRUE;CorumOnly;yes
O15042-Q15637;O15042;Q15637;FALSE;TRUE;CorumOnly;yes
O15042-Q16630;O15042;Q16630;FALSE;TRUE;CorumOnly;yes
O15042-Q2TAY7;O15042;Q2TAY7;FALSE;TRUE;CorumOnly;yes
O15042-Q69YN4;O15042;Q69YN4;FALSE;TRUE;CorumOnly;yes
